gene_id	transcript_id(s)	length	D71_r1	D71_r2	EPG1_r1	EPG1_r2	R_r1	R_r2	whole_brain1	whole_brain2
FBgn0036831	FBtr0075069	1325.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.00
FBgn0036832	FBtr0075071,FBtr0333711	989.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.00
FBgn0036833	FBtr0075048,FBtr0333710	1375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.21
FBgn0036834	FBtr0075023	1309.0	0.0	0.36	0.0	0.0	0.0	0.0	0.83	1.36
FBgn0036835	FBtr0075024	674.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	4.93
FBgn0036836	FBtr0075046	2419.0	0.0	1.11	1.02	0.37	0.0	0.04	1.02	1.25
FBgn0036837	FBtr0075042,FBtr0075043,FBtr0075044,FBtr0075045,FBtr0332651	2935.81	5.3	23.29	11.25	2.85	0.1	4.83	11.84	13.41
FBgn0036838	FBtr0075041	2522.0	0.33	0.32	0.0	0.51	0.71	0.0	1.30	0.80
FBgn0036839	FBtr0075040	1856.0	0.0	0.0	0.0	0.0	0.05	0.0	0.50	0.29
FBgn0036842	FBtr0075037,FBtr0332648	3154.0	0.46	3.39	0.12	2.39	0.96	0.18	3.33	3.04
FBgn0036843	FBtr0075025	2062.0	10.19	8.59	1.46	4.63	1.66	5.9	22.19	21.73
FBgn0036844	FBtr0075035,FBtr0075036,FBtr0330089,FBtr0333220	4696.0	40.44	30.15	26.23	26.67	4.24	8.42	100.05	93.83
FBgn0036846	FBtr0075026,FBtr0330090	1749.0	0.27	0.05	0.0	0.87	1.28	0.35	1.52	2.48
FBgn0036847	FBtr0075034	1328.0	2.04	0.0	0.54	13.6	0.0	0.0	4.87	5.33
FBgn0036848	FBtr0075033	1233.0	0.0	0.0	2.51	0.09	1.03	0.0	2.26	1.68
FBgn0036849	FBtr0075027	1008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.06
FBgn0036850	FBtr0075032,FBtr0330093	1152.5	0.0	0.0	1.23	2.78	4.78	0.0	6.14	6.28
FBgn0036851	FBtr0330091,FBtr0330092,FBtr0346533	2886.33	0.0	0.18	1.56	0.92	0.3	0.03	6.67	7.12
FBgn0036853	FBtr0075022,FBtr0333224,FBtr0346548	742.0	0.29	2.0	5.53	1.11	0.16	2.51	3.13	2.53
FBgn0036856	FBtr0074991,FBtr0344454	1227.0	0.18	0.0	0.0	0.95	0.0	0.0	0.60	0.55
FBgn0036857	FBtr0075017	2053.0	1.92	0.0	0.0	0.0	0.0	0.0	2.11	1.96
FBgn0036858	FBtr0309116	871.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.14
FBgn0036859	FBtr0074992	2948.0	0.09	0.0	0.0	0.0	0.0	0.0	0.06	0.02
FBgn0036860	FBtr0344806	1536.0	1.37	0.12	0.0	0.0	0.0	0.0	0.65	0.64
FBgn0036861	FBtr0075015	681.0	0.0	3.18	7.2	1.94	0.0	0.0	0.22	0.28
FBgn0036862	FBtr0075014,FBtr0331425,FBtr0332155,FBtr0345390	4023.31	5.85	2.01	10.44	13.76	1.56	0.0	9.42	9.80
FBgn0036868	FBtr0330281	2332.0	8.9	5.17	0.88	7.33	1.2	6.16	5.05	4.75
FBgn0036870	FBtr0074987	641.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0036871	FBtr0074986	458.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.16
FBgn0036872	FBtr0074930,FBtr0333844	553.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.00
FBgn0036873	FBtr0074984	507.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.00
FBgn0036874	FBtr0074982	2673.0	0.0	0.0	0.03	0.0	0.0	0.0	0.29	0.19
FBgn0036875	FBtr0290043,FBtr0290044,FBtr0333846,FBtr0333847,FBtr0345146,FBtr0345147	1537.33	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.22
FBgn0036876	FBtr0074979,FBtr0333845	1489.5	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.75
FBgn0036877	FBtr0074978	1652.0	0.0	0.06	0.0	0.0	0.0	0.0	0.08	0.16
FBgn0036878	FBtr0074977	781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.16
FBgn0036879	FBtr0074933	771.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0036880	FBtr0113180,FBtr0332754	1677.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50	0.50
FBgn0036881	FBtr0113181,FBtr0332755,FBtr0332756	4495.33	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.13
FBgn0036882	FBtr0074976,FBtr0332758	5356.44	16.61	1.08	6.49	5.68	0.31	5.29	4.25	4.51
FBgn0036886	FBtr0074938	2156.0	6.52	0.0	1.0	0.0	0.0	0.0	1.49	0.88
FBgn0036887	FBtr0074972,FBtr0344994	830.5	0.0	0.61	0.0	32.5	1.4	0.14	8.53	6.53
FBgn0036888	FBtr0074940	2384.0	0.12	0.0	2.11	0.0	1.72	0.0	3.52	3.26
FBgn0036889	FBtr0074971	1393.0	0.28	0.0	2.76	0.0	0.0	0.0	1.14	1.58
FBgn0036890	FBtr0074942,FBtr0074944,FBtr0336786	1990.66	10.59	18.51	11.62	28.96	34.9	28.39	62.79	63.77
FBgn0036891	FBtr0074945	1693.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.56
FBgn0036892	FBtr0074967,FBtr0273410	3709.83	5.69	7.29	1.12	11.82	0.63	0.44	6.60	6.02
FBgn0036893	FBtr0074946	1035.0	0.0	0.0	6.04	12.58	2.1	0.0	10.81	10.91
FBgn0036895	FBtr0074948	3746.0	0.0	0.14	1.18	0.0	4.77	0.18	0.14	0.15
FBgn0036896	FBtr0074963,FBtr0074964,FBtr0074965,FBtr0302513	4108.65	12.79	17.92	12.64	9.09	50.83	5.96	21.97	22.30
FBgn0036897	FBtr0074962,FBtr0290116,FBtr0306354,FBtr0331862	2416.55	6.9	0.22	0.34	4.0	0.0	3.81	8.71	7.42
FBgn0036899	FBtr0074960,FBtr0273407,FBtr0331860,FBtr0331861	2844.93	4.84	1.07	0.0	0.0	0.0	0.0	3.54	3.20
FBgn0036900	FBtr0089597,FBtr0089598,FBtr0331859	3020.0	8.26	0.0	0.14	1.4	1.52	0.13	5.49	5.92
FBgn0036905	FBtr0074950	1409.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.25
FBgn0036906	FBtr0074928	2055.0	0.45	0.0	0.08	0.15	0.0	0.0	4.28	4.57
FBgn0036908	FBtr0074927,FBtr0333878	1036.0	0.1	0.19	5.59	0.21	2.42	0.0	3.60	6.28
FBgn0036909	FBtr0074879,FBtr0074880,FBtr0344256	991.0	0.0	0.0	0.0	0.0	0.36	0.0	3.56	4.95
FBgn0036910	FBtr0074925	1801.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.71
FBgn0036911	FBtr0089595,FBtr0089596,FBtr0310477,FBtr0332727,FBtr0332728	1223.97	2.08	0.0	0.31	11.16	0.0	5.87	7.37	9.55
FBgn0036913	FBtr0332148,FBtr0332149,FBtr0332150,FBtr0332151	6245.0	3.69	0.58	8.53	9.58	4.12	2.07	6.65	6.94
FBgn0036915	FBtr0074891,FBtr0074892	2082.0	1.42	0.17	1.98	1.71	0.0	3.5	5.23	5.16
FBgn0036916	FBtr0074918	1253.0	0.0	0.08	0.0	0.0	0.0	0.0	0.36	0.49
FBgn0036918	FBtr0074894,FBtr0330181	650.0	10.18	1.18	0.0	20.44	8.74	0.0	19.12	23.71
FBgn0036919	FBtr0074895	1797.0	0.31	10.13	0.05	2.37	0.0	3.27	0.96	0.89
FBgn0036920	FBtr0074915	1242.0	3.39	3.47	19.08	7.77	0.26	0.0	7.34	9.86
FBgn0036921	FBtr0074896,FBtr0331800	1445.95	65.09	12.98	78.41	84.34	12.04	62.24	293.30	282.95
FBgn0036922	FBtr0074913,FBtr0331801,FBtr0331802,FBtr0346534	932.0	4.29	2.19	0.0	3.3	0.0	0.97	2.33	2.89
FBgn0036923	FBtr0303781	2373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.22
FBgn0036924	FBtr0074912	1384.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.08
FBgn0036925	FBtr0074899	1917.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.30
FBgn0036926	FBtr0074900,FBtr0074901,FBtr0344084	1178.95	7.58	18.65	4.75	10.19	93.13	31.2	22.01	17.08
FBgn0036927	FBtr0074908,FBtr0074909,FBtr0302049,FBtr0344085	1808.07	39.49	9.26	22.37	47.52	53.95	44.39	71.23	73.12
FBgn0036928	FBtr0074903,FBtr0332719	974.62	1.04	7.86	16.53	21.36	0.0	0.0	15.65	17.22
FBgn0036929	FBtr0074904,FBtr0332720	1621.0	0.0	0.0	0.18	0.55	0.0	0.75	6.57	6.33
FBgn0036931	FBtr0074907	2712.0	0.0	0.0	0.9	3.45	0.0	0.0	1.06	1.12
FBgn0036932	FBtr0074872,FBtr0302366	700.04	9.87	0.33	0.0	0.56	0.74	0.73	4.55	7.20
FBgn0036934	FBtr0074871,FBtr0332667	3808.5	0.0	0.05	0.0	1.37	0.0	0.0	12.83	10.14
FBgn0036935	FBtr0074870	3522.0	24.9	42.01	7.23	22.67	19.7	4.84	36.45	36.88
FBgn0036936	FBtr0074818	1397.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.12
FBgn0036937	FBtr0074869	2308.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.14
FBgn0036938	FBtr0074868,FBtr0332701	465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.15
FBgn0036939	FBtr0074867,FBtr0332700	1668.5	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.00
FBgn0036940	FBtr0074866	1235.0	0.24	0.0	0.29	4.04	0.17	0.0	0.84	0.41
FBgn0036941	FBtr0074865	1237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.50
FBgn0036942	FBtr0074864	1398.0	0.0	0.0	0.0	0.0	0.0	0.3	0.88	0.44
FBgn0036945	FBtr0074820,FBtr0074821	867.5	0.0	0.0	0.0	0.0	0.0	0.0	1.66	3.41
FBgn0036947	FBtr0074860	1069.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.00
FBgn0036948	FBtr0074859	1323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.33
FBgn0036949	FBtr0074858,FBtr0332696	1512.5	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.12
FBgn0036950	FBtr0302721,FBtr0332691	1602.5	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.03
FBgn0036951	FBtr0074856,FBtr0332695	1487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.38
FBgn0036952	FBtr0074853,FBtr0074854,FBtr0074855,FBtr0310468,FBtr0332694	1311.8	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.05
FBgn0036953	FBtr0074823,FBtr0332692	1207.5	0.0	0.0	0.0	0.0	0.0	0.0	0.10	0.00
FBgn0036956	FBtr0074827	1527.0	0.0	0.0	0.0	0.0	0.61	0.0	0.49	0.46
FBgn0036958	FBtr0074850,FBtr0074851,FBtr0302113,FBtr0306326,FBtr0306327,FBtr0306328,FBtr0306329,FBtr0308204	3136.78	3.45	1.7	2.07	4.92	0.52	0.57	11.16	12.30
FBgn0036959	FBtr0074828,FBtr0074829	1048.8	1.82	0.0	0.09	0.0	0.0	0.0	0.81	0.88
FBgn0036962	FBtr0074849	1947.0	0.1	0.0	0.0	0.0	0.0	0.0	0.98	1.12
FBgn0036964	FBtr0074847	903.0	2.17	10.31	8.05	0.0	0.0	68.62	11.98	14.95
FBgn0036967	FBtr0074837,FBtr0074838,FBtr0332775,FBtr0344228	1289.0	0.91	37.9	0.91	15.28	3.5	58.02	16.76	21.50
FBgn0036969	FBtr0074843	1161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.15
FBgn0036970	FBtr0078172,FBtr0331816	1435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.19
FBgn0036972	FBtr0347193	659.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.12
FBgn0036973	FBtr0078242	1853.0	1.41	4.9	0.0	0.0	0.0	0.0	1.36	1.55
FBgn0036974	FBtr0078173,FBtr0078174,FBtr0078175,FBtr0078176,FBtr0078177,FBtr0078178,FBtr0331817,FBtr0331818	1788.41	3.09	16.97	13.09	8.53	2.27	2.18	12.72	14.72
FBgn0036975	FBtr0078179,FBtr0331819,FBtr0331820	1750.0	0.7	1.54	8.24	1.25	0.0	4.41	1.76	0.91
FBgn0036977	FBtr0308646,FBtr0308655	1159.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.09
FBgn0036978	FBtr0078240,FBtr0308647,FBtr0308648	3026.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.18
FBgn0036979	FBtr0078184	1305.0	0.0	0.0	0.0	0.16	0.0	0.0	0.25	0.17
FBgn0036980	FBtr0078185,FBtr0330157,FBtr0330158	2993.34	13.29	5.25	20.24	6.47	7.93	7.1	13.24	11.02
FBgn0036984	FBtr0078234	2856.0	6.92	22.51	3.69	2.4	5.23	28.7	11.24	12.53
FBgn0036985	FBtr0078191	7031.0	0.02	0.0	0.0	0.0	0.0	0.0	3.86	2.28
FBgn0036986	FBtr0078233	1543.0	5.31	2.78	1.55	7.75	1.07	6.93	9.44	10.42
FBgn0036987	FBtr0078231,FBtr0078232	1362.5	0.0	0.0	0.07	0.23	2.56	0.0	1.48	1.44
FBgn0036988	FBtr0078230,FBtr0310615	1995.75	1.72	3.57	0.78	4.11	0.05	13.36	7.92	8.25
FBgn0036990	FBtr0078227	1029.0	0.2	0.0	2.27	0.11	0.0	0.0	0.84	1.12
FBgn0036991	FBtr0078194,FBtr0344821	1859.0	0.05	2.07	4.02	20.74	2.89	0.11	14.13	14.55
FBgn0036992	FBtr0078225,FBtr0078226	1518.0	0.08	0.0	0.0	0.08	0.0	0.0	1.70	0.73
FBgn0036993	FBtr0078195,FBtr0300411	1105.5	0.0	0.0	0.0	0.0	0.2	0.0	2.52	2.21
FBgn0036994	FBtr0078224,FBtr0331571	1641.0	0.0	0.62	0.0	36.04	8.63	0.0	1.33	1.67
FBgn0036995	FBtr0078223,FBtr0331569,FBtr0331570	4900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.12
FBgn0036996	FBtr0078196	1477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.07
FBgn0036997	FBtr0078197	1314.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	3.80
FBgn0036998	FBtr0078198	947.0	0.0	6.24	0.0	0.23	6.07	1.51	5.15	7.15
FBgn0036999	FBtr0078199,FBtr0078200	1617.0	0.12	0.0	0.0	0.0	0.0	0.0	2.73	2.78
FBgn0037000	FBtr0078220,FBtr0078221	2282.0	0.0	0.0	0.0	0.13	0.0	0.0	1.65	0.90
FBgn0037001	FBtr0078201,FBtr0331564	1483.0	7.35	0.06	5.15	11.81	0.91	1.67	5.02	5.92
FBgn0037003	FBtr0078206	1665.0	0.11	1.84	3.71	3.81	1.84	0.0	4.35	5.42
FBgn0037004	FBtr0078207	1515.0	0.0	0.0	0.91	0.0	0.0	0.0	2.11	2.77
FBgn0037005	FBtr0078208	1344.0	0.0	0.35	0.0	0.7	0.0	0.0	1.19	1.19
FBgn0037007	FBtr0078216,FBtr0078217,FBtr0078218,FBtr0078219,FBtr0331567	1403.43	8.71	2.89	7.56	3.12	0.08	0.0	23.34	29.08
FBgn0037008	FBtr0078215	1124.0	0.0	2.16	0.41	3.83	0.0	0.0	2.57	2.47
FBgn0037009	FBtr0078209	787.0	0.27	0.0	0.0	0.15	11.69	3.35	3.68	2.25
FBgn0037010	FBtr0078214,FBtr0331566	1927.81	2.46	0.34	1.46	7.58	0.25	2.28	6.86	8.42
FBgn0037011	FBtr0078210	950.0	7.81	0.0	0.0	0.0	0.0	0.0	0.86	1.36
FBgn0037012	FBtr0078213	2245.0	0.0	0.0	3.36	0.0	0.0	6.49	3.37	2.22
FBgn0037013	FBtr0078211,FBtr0331565	537.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.29
FBgn0037014	FBtr0078243	3413.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.37
FBgn0037015	FBtr0113182,FBtr0113183,FBtr0305579	1636.88	31.16	13.64	45.77	89.28	11.85	58.83	20.19	19.18
FBgn0037016	FBtr0078245	2532.0	1.37	1.84	0.0	0.0	0.0	0.0	6.19	7.10
FBgn0037017	FBtr0078280,FBtr0345811	1022.0	4.74	19.06	6.68	0.0	30.54	0.0	5.37	4.98
FBgn0037018	FBtr0078279,FBtr0321286	951.0	16.12	0.63	78.41	5.48	0.0	0.0	4.49	6.22
FBgn0037019	FBtr0078278	1439.0	2.78	0.73	0.74	0.0	0.0	1.86	1.83	3.07
FBgn0037020	FBtr0078251	1249.0	22.38	1.0	12.84	13.82	0.93	0.08	9.31	8.36
FBgn0037021	FBtr0078277	4254.0	3.79	3.86	3.25	9.68	1.79	0.56	15.67	16.39
FBgn0037022	FBtr0078276	1601.0	0.36	1.8	3.8	5.71	0.0	0.0	5.66	5.54
FBgn0037023	FBtr0078273	1135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.29
FBgn0037024	FBtr0078252,FBtr0078253,FBtr0078254	1112.0	0.0	0.0	0.0	0.32	11.65	0.11	0.73	0.63
FBgn0037025	FBtr0078255,FBtr0321284	6108.5	0.0	0.0	0.0	0.0	0.0	0.0	0.40	0.22
FBgn0037026	FBtr0078272,FBtr0331528,FBtr0331529	2025.0	2.1	1.44	3.15	15.68	4.72	10.13	9.00	8.46
FBgn0037027	FBtr0078256,FBtr0331524,FBtr0331525,FBtr0331526	3369.0	1.17	1.55	2.91	5.81	5.2	14.35	7.61	7.64
FBgn0037028	FBtr0078271,FBtr0302947	2569.55	32.6	34.04	16.61	24.88	2.36	6.08	11.97	14.18
FBgn0037030	FBtr0078262,FBtr0345826	849.0	0.0	2.56	0.0	0.44	0.0	0.0	0.00	0.27
FBgn0037031	FBtr0078264,FBtr0300873,FBtr0333371	1754.0	2.25	1.05	3.14	7.47	4.59	34.89	5.50	4.42
FBgn0037035	FBtr0078266	1365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.85
FBgn0037036	FBtr0078335	883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.13
FBgn0037037	FBtr0078284,FBtr0346528	3482.0	0.0	0.11	0.0	0.0	0.0	0.0	0.23	0.06
FBgn0037038	FBtr0078334	913.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.06
FBgn0037039	FBtr0078333,FBtr0333286,FBtr0339891	909.33	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.00
FBgn0037040	FBtr0114616,FBtr0114617,FBtr0114618,FBtr0308681,FBtr0333285	3547.6	0.0	0.0	0.0	0.0	0.0	0.0	0.10	0.00
FBgn0037042	FBtr0078286,FBtr0344990	622.5	0.0	0.32	0.0	0.0	0.0	0.0	0.34	0.22
FBgn0037044	FBtr0078287,FBtr0345136	1699.0	2.88	0.14	0.0	1.44	0.36	0.0	1.28	1.74
FBgn0037045	FBtr0078327	1081.0	31.2	0.36	0.0	0.5	0.0	0.0	2.14	2.96
FBgn0037046	FBtr0078326	587.0	0.0	0.0	0.0	0.21	0.0	0.21	1.58	2.40
FBgn0037050	FBtr0078292,FBtr0305500	1462.0	0.92	0.0	0.0	0.07	2.7	0.28	3.03	2.73
FBgn0037051	FBtr0078323,FBtr0305502	2387.5	0.0	0.4	1.0	2.45	0.4	1.29	1.35	2.79
FBgn0037057	FBtr0078297,FBtr0078298,FBtr0078299,FBtr0078300	1803.75	0.0	0.82	0.04	0.56	0.05	0.0	1.78	1.24
FBgn0037059	FBtr0078310	1732.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.12
FBgn0037060	FBtr0307385,FBtr0307386,FBtr0307387,FBtr0331854	2375.4	20.76	14.01	5.97	9.75	3.66	1.36	41.11	42.56
FBgn0037061	FBtr0078309	627.0	0.18	8.33	13.52	6.49	8.97	1.75	8.93	7.63
FBgn0037063	FBtr0078417,FBtr0305708	1171.0	0.76	0.09	0.0	8.51	0.0	13.12	6.56	6.14
FBgn0037064	FBtr0078415	2043.0	4.37	1.42	1.73	0.49	0.0	0.0	1.49	1.11
FBgn0037065	FBtr0078410,FBtr0078411,FBtr0332860,FBtr0345804	1716.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.12
FBgn0037067	FBtr0078409	876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.20
FBgn0037068	FBtr0078337,FBtr0333394	1220.0	5.22	0.0	0.08	0.0	0.0	0.0	0.37	0.05
FBgn0037069	FBtr0078338	522.0	15.33	0.0	0.0	0.0	0.0	0.0	1.87	0.94
FBgn0037070	FBtr0078406,FBtr0078407,FBtr0321282,FBtr0321283,FBtr0331798,FBtr0345883	2125.0	1.04	0.37	0.0	5.48	0.0	0.0	3.39	4.56
FBgn0037071	FBtr0078339,FBtr0321281	1388.0	1.32	1.02	1.48	3.67	0.0	15.36	5.80	6.91
FBgn0037073	FBtr0078342	2844.0	0.0	0.55	0.0	2.97	0.03	3.68	0.97	1.27
FBgn0037074	FBtr0078404,FBtr0331797	4495.25	1.88	13.78	3.12	9.42	10.25	6.8	18.90	20.11
FBgn0037076	FBtr0078403,FBtr0305306	1713.5	0.0	0.0	0.14	0.0	0.0	0.0	0.95	0.67
FBgn0037078	FBtr0306795,FBtr0331796	922.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.14
FBgn0037081	FBtr0078399,FBtr0078400	2272.0	0.53	0.46	1.41	3.81	2.39	0.0	8.22	8.96
FBgn0037082	FBtr0078397,FBtr0331822	2621.0	2.23	0.0	0.0	0.0	0.0	0.0	2.22	2.74
FBgn0037084	FBtr0088102,FBtr0088103,FBtr0088104	1472.83	31.79	11.93	43.1	40.92	1.08	7.49	62.21	59.70
FBgn0037085	FBtr0078394,FBtr0332718	1217.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.96
FBgn0037086	FBtr0078393	986.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	1.30
FBgn0037087	FBtr0078353,FBtr0332711	710.0	3.69	2.31	0.15	9.7	0.0	0.66	5.53	7.00
FBgn0037090	FBtr0078354	1827.0	0.0	0.0	0.0	0.78	0.28	0.0	2.60	1.84
FBgn0037092	FBtr0078356,FBtr0332712,FBtr0332713,FBtr0332714,FBtr0332715,FBtr0339793	2153.74	0.7	0.0	0.15	0.57	0.05	2.02	14.64	12.71
FBgn0037093	FBtr0078357,FBtr0078358,FBtr0332716	4457.73	4.76	1.01	0.84	4.1	2.94	0.82	9.04	8.89
FBgn0037094	FBtr0078359,FBtr0078361,FBtr0078362,FBtr0078363,FBtr0078364,FBtr0078365,FBtr0078366,FBtr0301197,FBtr0301198	3079.03	4.82	1.07	0.25	5.24	4.31	6.9	8.50	8.26
FBgn0037098	FBtr0346817,FBtr0346818,FBtr0346819,FBtr0347540	8093.09	26.68	14.32	11.67	18.93	17.16	16.45	35.18	34.11
FBgn0037099	FBtr0078380	2439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04
FBgn0037100	FBtr0078379,FBtr0333458	1824.5	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.18
FBgn0037101	FBtr0078371	1892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.11
FBgn0037102	FBtr0078377	840.0	3.37	0.0	8.32	0.0	0.0	0.4	3.56	4.02
FBgn0037105	FBtr0078466	3136.0	3.59	0.23	0.0	0.78	16.76	1.27	4.51	4.32
FBgn0037106	FBtr0301160,FBtr0333391	1423.0	0.0	0.0	0.93	2.33	16.05	0.0	7.19	9.04
FBgn0037107	FBtr0301161,FBtr0333393	3466.0	1.48	1.57	5.52	6.22	43.03	4.72	20.79	21.87
FBgn0037108	FBtr0078422,FBtr0333392	1563.0	1.09	0.0	7.86	0.59	3.96	1.05	7.83	7.98
FBgn0037109	FBtr0078464,FBtr0302592,FBtr0333972	4449.02	5.51	0.38	1.37	1.52	0.54	0.0	4.26	3.60
FBgn0037110	FBtr0078423	674.0	3.78	0.0	1.37	0.54	1.6	0.0	2.74	3.04
FBgn0037114	FBtr0078463	463.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0037115	FBtr0078429	2110.0	0.0	0.0	0.0	0.0	0.0	0.09	0.35	0.27
FBgn0037116	FBtr0078462	5063.0	2.62	6.46	0.21	3.59	1.04	0.55	6.56	7.21
FBgn0037117	FBtr0078430,FBtr0078431,FBtr0333967	2989.4	6.71	6.72	2.02	7.07	3.53	6.05	7.85	7.91
FBgn0037120	FBtr0078458,FBtr0078459,FBtr0113184,FBtr0332769	2518.0	12.04	5.16	3.04	17.86	5.29	36.75	19.89	21.71
FBgn0037121	FBtr0078432	692.0	2.05	0.0	0.44	0.35	0.0	0.0	3.39	2.29
FBgn0037122	FBtr0078457	780.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.08
FBgn0037123	FBtr0078456	826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0037124	FBtr0078455	682.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.37
FBgn0037125	FBtr0078433	690.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.28
FBgn0037126	FBtr0078454	725.0	0.15	0.0	12.75	0.0	0.0	0.0	1.20	1.98
FBgn0037127	FBtr0078453,FBtr0332768	708.5	0.0	0.0	10.58	0.84	0.0	0.0	1.95	2.04
FBgn0037128	FBtr0078434	908.0	0.0	0.0	0.21	11.71	0.0	0.0	2.86	1.76
FBgn0037129	FBtr0078452	1022.0	8.39	0.0	2.93	0.86	0.0	0.0	7.25	6.84
FBgn0037130	FBtr0078450,FBtr0310451,FBtr0333892,FBtr0333893	3735.0	3.2	3.45	8.58	12.21	3.24	23.0	30.67	30.48
FBgn0037131	FBtr0078435	890.0	0.0	0.0	0.0	6.57	0.0	0.0	1.31	1.80
FBgn0037133	FBtr0078436	1410.0	0.17	0.0	0.44	8.86	1.96	0.18	2.77	2.46
FBgn0037134	FBtr0078440	1049.0	0.38	0.0	0.09	0.93	0.0	0.0	3.93	5.31
FBgn0037135	FBtr0078441,FBtr0303245,FBtr0303246,FBtr0303247	2443.67	1.39	23.63	0.33	0.86	0.0	3.76	6.70	6.63
FBgn0037137	FBtr0089579,FBtr0089580,FBtr0332811,FBtr0332812	3073.0	0.44	3.88	0.09	1.37	4.29	0.25	1.19	1.07
FBgn0037138	FBtr0078445,FBtr0078446,FBtr0078447,FBtr0303031,FBtr0332813	2683.09	62.73	34.13	41.46	99.46	74.41	36.5	88.07	89.87
FBgn0037139	FBtr0078444	499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50	0.00
FBgn0037140	FBtr0078471	2085.0	0.0	0.0	0.0	0.0	0.83	0.62	2.05	2.01
FBgn0037141	FBtr0078489	3067.0	3.71	0.0	0.19	0.76	0.73	0.54	3.39	2.96
FBgn0037142	FBtr0078472,FBtr0334088	5378.0	2.72	4.24	4.72	4.68	2.81	0.0	13.41	12.97
FBgn0037143	FBtr0347604	1446.0	0.0	0.0	0.0	0.0	0.36	0.0	0.20	0.36
FBgn0037144	FBtr0078475	2166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.33
FBgn0037146	FBtr0078477,FBtr0309869	3777.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.35
