gene_id,E-PG_l1r1,E-PG_l1r2,E-PG_l2r1,E-PG_l2r2,P-EG_r1,P-EG_r2,D7_l1r1,D7_l1r2,D7_l2r1,D7_l2r2,P-EN2_l1r1,P-EN2_l2r1,wholebrain_1,wholebrain_2
FBgn0000357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.2
FBgn0000358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0000359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
FBgn0000360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.4
FBgn0000370,18.91,15.52,21.02,10.9,65.07,17.96,42.07,18.43,26.71,14.58,2.47,4.07,61.35,65.12
FBgn0000376,5.23,6.28,10.42,6.23,2.05,7.27,5.55,3.08,7.54,2.85,0.58,4.48,5.16,5.48
FBgn0000377,1.19,0.54,2.29,0.2,1.69,0.78,0.59,2.2,4.71,6.54,0.0,0.0,2.53,2.32
FBgn0000382,48.56,79.15,111.22,100.28,57.16,78.35,64.56,61.05,59.6,88.45,66.87,90.56,156.15,148.14
FBgn0000384,8.95,4.43,3.84,14.73,9.97,6.24,4.78,9.04,6.05,6.54,15.76,4.69,22.03,21.23
FBgn0000392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.0,0.0,0.11,0.19
FBgn0000394,0.0,0.19,0.0,0.0,0.53,0.0,0.0,0.0,0.0,2.44,0.0,0.1,1.33,1.43
FBgn0000395,0.0,0.28,0.01,2.77,0.2,2.62,2.64,0.25,2.32,4.28,0.0,0.0,1.34,1.47
FBgn0000404,0.0,0.0,0.53,0.0,0.21,0.0,1.59,0.0,0.0,0.0,0.13,0.0,0.49,0.58
FBgn0000405,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.32,0.04,0.0,0.0,0.4,0.4
FBgn0000406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.59
FBgn0000411,0.0,0.14,0.0,0.0,0.11,0.08,0.0,0.05,0.0,0.0,15.76,0.0,20.34,18.8
FBgn0000412,0.3,25.56,27.24,69.33,3.62,23.23,17.53,6.12,14.58,10.0,32.22,5.04,35.07,36.8
FBgn0000414,9.03,17.79,20.75,19.56,47.79,20.54,7.16,13.49,15.56,20.1,34.69,6.22,25.74,26.28
FBgn0000416,18.78,31.74,21.61,23.33,39.07,12.85,10.08,18.45,22.72,21.47,5.33,43.56,41.09,40.34
FBgn0000422,5.31,7.57,0.15,8.74,43.54,73.64,23.76,32.44,11.66,10.35,40.97,40.76,92.96,91.84
FBgn0000426,0.0,1.61,0.0,0.0,0.09,0.19,0.0,0.0,1.3,0.0,0.0,0.0,0.73,1.42
FBgn0000427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.29,0.12
FBgn0000439,0.0,0.0,5.97,0.03,0.01,0.35,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.58
FBgn0000442,0.0,0.0,0.0,0.0,0.04,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.56
FBgn0000447,0.0,0.28,0.59,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.66,0.81
FBgn0000448,9.77,23.58,24.43,19.34,17.9,29.72,17.68,9.14,17.32,21.33,31.05,24.06,42.99,41.79
FBgn0000449,0.0,2.98,0.03,0.0,0.07,0.02,0.0,4.41,0.9,1.41,14.74,0.0,0.15,0.1
FBgn0000451,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.43,0.15,0.0,0.0,1.78,1.78
FBgn0000454,0.0,0.45,0.0,0.0,0.54,0.69,0.0,0.0,0.0,0.1,10.35,0.0,5.85,5.91
FBgn0000455,1.0,0.0,1.86,0.18,0.05,2.26,0.52,0.38,1.29,3.39,7.83,0.14,3.21,2.53
FBgn0000459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,8.07,8.2
FBgn0000463,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.92,0.76
FBgn0000464,19.04,24.43,31.44,33.26,15.24,30.49,37.26,24.13,39.48,47.2,40.0,51.29,47.37,44.52
FBgn0000473,0.24,1.26,3.06,0.13,0.0,0.0,0.0,0.0,0.02,1.44,0.0,1.3,2.11,1.92
FBgn0000477,0.27,0.0,0.0,0.05,0.39,0.06,0.0,0.0,0.08,0.0,0.0,11.96,1.05,1.45
FBgn0000479,30.01,36.14,43.58,46.36,102.33,194.49,34.95,60.48,49.24,70.48,69.42,79.71,78.24,74.91
FBgn0000482,18.0,4.23,2.89,3.85,0.01,2.78,1.39,0.25,1.23,6.81,5.38,2.51,2.39,3.27
FBgn0000489,0.04,0.45,0.0,0.0,0.64,1.73,0.22,8.11,5.46,11.39,0.02,0.0,36.04,30.62
FBgn0000490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.36,0.0,0.0,1.24,0.65
FBgn0000492,0.0,0.0,0.08,0.56,0.49,0.02,0.0,0.0,0.0,0.0,4.09,0.0,1.1,0.89
FBgn0000499,0.75,1.49,1.11,0.76,0.87,3.61,0.54,0.06,3.11,6.06,18.71,2.28,4.42,4.32
FBgn0000500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16,20.66
FBgn0000504,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.01,0.01,0.0,0.0,2.48,1.98
FBgn0000520,0.0,2.75,0.0,0.0,1.29,1.05,1.07,0.0,0.06,0.37,9.82,1.25,1.74,1.39
FBgn0000524,0.0,0.0,0.0,0.0,3.01,0.02,0.0,0.0,0.0,0.01,9.9,0.0,1.46,1.49
FBgn0000527,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.47,0.02,0.0,7.73,8.66
FBgn0000529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,4.92,5.24
FBgn0000533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15
FBgn0000535,6.17,11.35,26.07,6.04,39.63,59.75,44.98,23.28,21.16,36.74,44.21,51.86,53.25,50.99
FBgn0000536,4.18,3.67,11.11,9.74,6.91,3.82,11.07,2.88,1.31,8.05,1.76,0.52,10.42,8.65
FBgn0000541,32.38,56.86,52.67,39.93,43.7,55.18,24.79,14.53,28.45,29.57,51.04,60.62,97.16,93.54
FBgn0000542,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.01,0.42,0.31
FBgn0000543,0.66,1.14,0.0,0.95,0.0,0.0,2.65,0.0,0.0,0.0,0.0,1.76,0.41,1.02
FBgn0000546,15.57,15.53,23.6,33.55,9.92,17.68,14.52,10.96,13.09,29.01,25.9,15.29,39.79,39.29
FBgn0000547,2.27,4.02,5.61,1.02,3.61,0.39,0.0,0.0,0.17,0.06,34.1,33.99,14.35,13.81
FBgn0000551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.14,0.06
FBgn0000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.1
FBgn0000557,58.86,173.11,185.9,169.53,158.58,148.91,102.76,142.81,98.2,168.4,131.89,118.94,226.59,238.1
FBgn0000559,47.36,47.35,47.24,25.5,118.76,29.04,84.37,33.08,50.95,43.83,22.7,13.16,33.0,37.95
FBgn0000560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
FBgn0000562,6.99,6.2,3.9,2.32,3.48,0.27,6.45,6.62,1.49,1.06,0.34,0.17,4.23,3.16
FBgn0000564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,5.49
FBgn0000565,2.2,8.31,8.05,0.0,0.65,0.12,2.85,0.0,1.4,0.7,0.1,0.0,7.38,9.86
FBgn0000566,0.05,5.8,13.53,1.65,0.02,0.0,1.07,0.0,3.02,0.54,0.0,0.0,1.3,1.57
FBgn0000567,1.26,3.64,1.98,3.56,6.81,7.01,13.54,6.21,10.4,6.35,27.93,7.51,21.73,20.3
FBgn0000568,54.66,54.86,89.56,67.12,60.72,56.67,34.44,21.51,50.21,53.71,130.24,120.27,147.5,141.84
FBgn0000575,38.72,35.4,37.92,77.34,64.72,130.34,36.18,44.08,71.75,73.56,51.38,93.86,108.89,115.82
FBgn0000576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.56
FBgn0000577,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.44,0.0,0.0,0.6,0.44
FBgn0000578,1.94,22.86,7.52,27.36,2.68,21.54,13.4,2.94,5.18,26.61,11.58,6.16,17.18,18.2
FBgn0000579,30.54,81.54,48.51,64.68,45.65,20.72,49.6,45.06,74.68,75.64,13.33,19.92,30.54,32.99
FBgn0000581,12.93,17.24,15.07,20.03,17.64,31.58,10.55,40.14,23.84,19.24,23.45,24.16,26.05,26.47
FBgn0000588,8.09,36.34,14.04,13.58,2.11,2.55,0.2,4.49,0.02,0.2,10.11,41.2,16.76,14.07
FBgn0000591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
FBgn0000592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.0,0.0,0.27,0.28
FBgn0000594,0.0,0.05,0.11,4.74,0.0,0.09,0.0,0.0,0.4,0.02,1.74,0.02,0.75,0.37
FBgn0000606,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.27,0.26
FBgn0000611,5.96,31.69,23.81,19.24,11.92,16.23,9.04,16.78,23.11,22.19,16.84,26.57,38.97,38.49
FBgn0000615,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.17
FBgn0000617,0.0,0.0,0.67,0.06,0.49,0.0,0.0,0.0,0.0,2.22,0.0,0.0,1.8,0.3
FBgn0000618,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.71
FBgn0000625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.14
FBgn0000629,9.34,4.7,2.19,1.06,2.53,5.81,0.0,0.0,1.33,0.23,0.93,0.17,4.42,4.19
FBgn0000633,27.11,51.99,46.91,32.34,9.39,34.34,12.26,17.58,16.4,34.98,15.19,84.61,37.6,34.89
FBgn0000635,1.25,2.1,9.03,13.01,13.51,18.31,5.93,9.99,20.94,35.2,15.12,0.64,26.84,26.74
FBgn0000636,0.7,0.27,0.01,0.58,15.29,9.1,9.92,3.05,7.13,11.41,11.11,1.37,25.09,22.93
FBgn0000639,1.72,0.0,0.17,0.34,0.12,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16
FBgn0000640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.14
FBgn0000644,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.48
FBgn0000658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.4
FBgn0000659,0.0,0.0,0.01,0.01,0.0,0.1,14.04,9.17,11.63,19.31,0.0,21.69,13.42,12.51
FBgn0000662,14.54,16.49,24.53,22.09,32.18,23.82,12.29,23.59,26.23,22.93,9.59,3.63,34.55,34.38
FBgn0000667,0.49,2.92,4.11,5.68,2.16,2.66,1.41,2.14,0.38,4.4,3.05,0.33,7.25,6.55
FBgn0000709,6.62,2.69,1.98,2.57,1.72,3.09,4.6,5.93,4.68,8.3,4.89,0.63,4.96,4.76
FBgn0000711,17.84,17.96,19.2,29.66,69.04,96.99,23.49,27.3,26.62,17.7,27.25,12.96,80.54,80.48
FBgn0000715,0.0,0.0,0.0,0.0,0.02,0.26,0.0,0.41,4.77,0.0,48.2,5.39,4.6,4.93
FBgn0000719,2.42,0.66,0.12,1.74,5.7,1.4,0.07,0.0,0.0,0.0,3.35,0.63,16.67,16.32
FBgn0000721,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,2.26
FBgn0000723,0.15,0.41,0.39,0.09,1.79,4.86,1.45,1.01,2.61,2.6,0.14,0.26,2.71,1.84
FBgn0000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
FBgn0000810,4.18,0.89,3.12,4.44,1.18,1.77,3.27,1.76,4.45,5.29,14.53,5.8,5.65,6.68
FBgn0000826,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.25
FBgn0000927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0000928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06
FBgn0000964,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,7.33,7.45
FBgn0000996,0.11,3.41,1.63,5.28,0.0,0.0,0.0,0.0,0.15,1.18,0.0,0.0,0.97,0.52
FBgn0001075,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.14,0.07
FBgn0001077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.45
FBgn0001078,7.31,12.31,17.57,15.02,12.48,14.83,11.44,45.25,12.34,17.24,15.61,8.46,36.18,34.68
FBgn0001079,0.02,9.19,0.61,7.46,0.06,0.2,0.0,0.12,5.75,1.65,0.19,0.16,1.57,1.3
FBgn0001083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.0,0.0,0.05,0.03
FBgn0001084,0.77,0.0,0.02,0.23,0.0,0.37,0.0,0.0,0.0,1.2,0.0,0.02,1.13,0.98
FBgn0001085,4.82,14.07,3.91,2.08,0.6,10.2,0.73,6.17,5.18,0.23,5.19,7.2,7.29,7.5
FBgn0001086,0.35,0.0,0.0,0.0,0.11,1.68,0.16,0.0,0.19,0.57,0.0,0.0,0.52,0.32
FBgn0001087,2.39,5.76,10.61,6.82,5.12,7.8,12.93,0.39,4.56,6.05,10.55,9.77,24.76,24.09
FBgn0001089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.3,0.67
FBgn0001090,43.27,41.83,0.07,1.32,143.32,0.48,57.11,44.09,111.47,143.52,0.06,0.1,268.84,298.72
FBgn0001091,12.32,25.91,36.97,23.02,29.37,27.01,33.08,25.76,45.4,43.65,14.04,1.25,22.03,28.54
FBgn0001092,26.37,58.45,60.92,104.67,22.43,16.85,99.09,187.23,82.86,71.47,26.24,12.51,50.25,53.24
FBgn0001098,38.96,45.57,46.61,35.27,25.22,21.28,26.92,23.14,51.71,34.56,30.79,7.17,29.51,28.73
FBgn0001099,3.11,0.5,1.37,0.76,0.33,3.38,0.94,0.0,0.9,1.81,0.0,0.67,7.41,6.63
FBgn0001104,0.0,0.0,0.0,0.0,6.93,0.13,0.0,0.63,0.0,0.0,0.02,0.0,4.37,4.08
FBgn0001105,59.95,80.17,118.3,77.37,75.28,78.37,58.67,13.86,91.95,96.37,55.47,176.85,222.68,226.55
FBgn0001108,1.57,4.5,4.27,3.81,2.45,1.91,11.15,0.05,0.9,11.97,10.55,4.97,6.35,7.1
FBgn0001112,0.0,0.91,0.01,1.53,0.02,0.51,0.0,0.6,0.0,0.04,0.3,0.12,1.12,0.74
FBgn0001114,5.52,0.27,0.0,0.0,4.04,0.54,0.0,0.63,0.04,1.26,0.0,0.06,3.85,2.73
FBgn0001120,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.07,0.29,0.19
FBgn0001122,148.97,146.4,217.68,158.6,244.24,331.64,103.77,167.66,133.25,206.47,305.36,358.77,323.8,334.75
FBgn0001123,6.41,29.47,32.78,39.75,25.3,13.99,11.98,10.6,20.76,23.3,25.89,18.53,38.65,40.82
FBgn0001124,14.99,11.03,0.04,0.75,15.95,0.2,1.04,2.35,0.42,0.31,1.47,2.03,18.31,21.85
FBgn0001125,0.1,0.83,0.2,4.3,21.61,0.11,0.16,0.0,0.65,0.32,0.04,0.67,4.51,6.09
FBgn0001128,39.32,51.88,63.71,74.31,23.51,43.86,27.41,64.53,42.22,36.77,46.08,12.44,53.09,54.31
FBgn0001133,0.0,0.67,0.0,0.13,2.83,0.14,0.0,0.09,2.58,0.71,0.0,0.0,1.03,1.17
FBgn0001134,0.97,0.56,0.0,0.0,0.01,0.48,0.0,0.0,0.04,0.03,2.88,0.0,3.77,2.59
FBgn0001137,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.17,0.0,0.04,0.0,0.68,0.29
FBgn0001138,0.0,0.6,0.0,0.0,0.2,0.07,0.0,0.0,0.27,0.05,3.14,0.0,4.73,4.83
FBgn0001139,5.68,13.01,7.43,15.53,10.52,18.02,5.81,5.75,7.92,8.16,7.47,6.27,25.44,26.93
FBgn0001142,19.61,21.71,19.62,19.34,15.46,9.37,19.43,17.94,14.91,32.48,10.11,0.2,16.62,17.79
FBgn0001145,11.19,4.1,0.96,2.47,2766.82,138.74,0.0,0.0,0.92,0.23,0.83,0.91,360.91,396.13
FBgn0001147,0.0,0.04,2.23,0.0,0.0,0.0,1.39,1.69,0.23,3.59,0.0,0.72,0.62,0.63
FBgn0001148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03
FBgn0001149,0.21,0.0,0.0,0.0,34.91,0.54,0.0,0.0,0.0,0.0,0.0,0.0,19.67,33.17
FBgn0001150,0.45,2.43,0.14,2.09,4.41,0.56,0.7,0.14,0.76,1.17,2.72,3.81,2.69,2.57
FBgn0001168,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,4.68
FBgn0001169,15.23,3.68,3.13,1.78,4.39,6.88,3.39,2.94,2.51,2.13,2.23,14.59,7.57,7.1
FBgn0001170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1
FBgn0001174,0.0,2.17,0.0,0.0,0.58,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.86,1.28
FBgn0001179,4.63,15.91,0.69,0.35,0.48,0.22,0.16,0.57,0.04,8.62,21.34,5.39,3.17,3.64
FBgn0001180,0.0,0.0,0.01,0.0,0.33,0.11,2.03,0.44,2.21,1.7,0.0,0.0,2.36,1.61
FBgn0001185,0.34,9.06,4.75,23.64,7.69,4.67,0.48,5.04,0.93,4.09,2.7,2.05,10.11,8.89
FBgn0001186,20.76,74.94,88.11,78.39,39.81,62.0,29.39,32.53,60.57,71.25,30.73,42.83,99.64,96.11
FBgn0001187,0.0,1.81,0.0,0.0,0.1,2.91,0.0,0.0,0.0,0.0,0.0,0.02,2.98,1.38
FBgn0001189,0.0,0.56,1.0,0.41,18.98,0.0,0.0,0.14,2.62,0.28,0.55,0.01,2.43,2.82
FBgn0001197,13.95,68.11,64.52,36.04,45.4,16.87,3.8,1.8,20.74,155.47,121.43,12.58,70.99,76.25
FBgn0001202,6.66,14.23,13.51,10.58,3.67,26.08,6.21,7.23,11.33,13.51,6.44,2.75,14.58,14.03
FBgn0001206,1.03,0.48,10.27,1.01,0.11,0.97,0.02,0.43,3.01,1.89,2.03,3.68,2.05,2.14
FBgn0001208,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.56,1.35
FBgn0001215,40.29,116.81,95.68,102.5,73.81,80.26,57.22,20.12,71.23,118.74,48.84,63.63,160.38,169.1
FBgn0001216,0.0,0.34,0.62,0.02,0.04,3.99,0.0,0.66,1.45,0.2,2.26,0.0,0.98,0.65
FBgn0001217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.12
FBgn0001218,18.06,40.27,82.82,24.58,35.15,59.19,27.21,33.99,101.42,100.12,6.31,7.47,31.86,31.38
FBgn0001220,27.89,19.37,32.09,21.69,11.98,10.63,24.78,14.81,53.6,21.64,12.73,13.42,18.68,19.35
FBgn0001222,3.85,8.41,0.96,1.21,2.33,11.24,16.74,1.86,5.85,4.51,9.87,4.83,8.83,8.64
FBgn0001223,19.73,14.88,14.67,16.03,36.9,62.44,33.44,6.43,13.09,10.05,14.53,13.55,1.62,1.45
FBgn0001224,81.38,10.22,0.57,8.2,46.9,25.39,23.57,11.0,57.37,16.55,4.53,36.49,9.76,9.5
FBgn0001225,8.26,34.29,15.34,16.64,44.01,86.75,33.13,71.93,31.75,53.08,28.3,29.13,1.97,3.1
FBgn0001226,0.89,8.85,7.49,16.59,33.91,34.97,43.1,3.78,19.4,14.56,41.92,10.19,4.02,4.84
FBgn0001227,1.81,1.11,1.93,0.46,0.0,0.08,3.17,0.28,0.52,1.04,0.27,21.08,3.1,4.51
FBgn0001228,0.0,0.0,0.0,0.02,1.55,0.09,0.04,0.0,0.0,0.07,0.0,4.24,0.18,0.1
FBgn0001229,0.0,0.0,0.0,0.0,1.46,3.04,0.18,0.09,0.21,1.68,0.0,10.08,4.07,4.16
FBgn0001230,41.09,71.01,7.21,20.45,83.79,73.73,60.04,74.38,90.82,78.56,59.6,1.4,3.14,3.2
FBgn0001233,30.1,31.1,81.3,23.26,33.74,66.55,50.38,22.44,114.06,74.3,63.57,32.07,14.07,15.15
FBgn0001234,919.72,896.52,570.85,818.11,1088.91,937.29,912.66,461.72,1114.48,766.96,1270.73,1059.43,769.33,750.29
FBgn0001235,28.17,23.99,58.13,86.16,61.31,48.72,54.43,33.92,34.37,68.7,132.19,47.72,154.19,158.89
FBgn0001247,10.2,9.8,13.26,9.34,17.06,26.97,18.18,4.49,8.93,21.89,9.42,24.74,21.68,21.2
FBgn0001248,26.87,3.99,5.87,0.89,7.06,0.85,19.48,4.15,26.53,23.42,0.0,0.0,4.19,4.72
FBgn0001250,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,2.57
FBgn0001253,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,2.14
FBgn0001254,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.1,0.0,0.0,0.04,0.0
FBgn0001255,0.0,0.09,0.78,0.03,4.09,0.0,0.0,0.08,0.62,0.0,0.0,0.0,0.78,1.14
FBgn0001256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.45,0.34
FBgn0001257,1.14,0.0,0.0,0.0,0.02,0.25,0.0,0.27,6.36,0.64,16.27,0.0,9.4,8.14
FBgn0001258,3.18,0.29,0.82,0.27,0.0,0.0,0.45,0.0,0.0,1.05,0.22,0.6,1.06,1.26
FBgn0001259,0.0,0.0,0.03,0.0,0.0,0.0,3.93,0.0,0.0,0.3,1.33,0.0,0.19,0.12
FBgn0001263,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1.67,1.56
FBgn0001269,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.5
FBgn0001276,50.56,2.04,0.64,2.03,1.16,10.92,0.0,0.13,0.0,1.43,0.0,0.24,4.25,4.36
FBgn0001280,0.0,2.74,0.0,0.0,0.71,0.0,0.0,0.0,14.59,0.14,0.0,0.0,5.08,3.49
FBgn0001281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.14,0.0
FBgn0001285,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.13
FBgn0001291,14.46,0.0,0.65,1.13,5.24,5.44,5.15,13.2,3.83,11.47,0.17,0.06,2.46,2.86
FBgn0001296,0.0,3.42,6.64,0.67,0.9,0.59,0.91,0.07,3.4,2.82,11.14,0.18,4.79,4.63
FBgn0001297,17.66,18.48,3.69,13.04,18.59,16.34,7.68,5.3,28.21,21.8,17.48,2.62,16.9,16.16
FBgn0001301,1.95,4.79,3.7,6.01,1.8,8.27,13.35,22.69,6.17,6.37,6.21,4.02,8.05,8.06
FBgn0001308,8.04,15.74,4.71,5.63,8.21,4.69,8.98,3.93,19.54,8.71,4.36,0.59,8.06,9.86
FBgn0001311,0.99,0.0,0.0,0.0,0.0,0.47,0.47,0.68,0.91,2.02,0.0,0.0,0.17,0.28
FBgn0001313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0001316,3.27,8.13,16.99,8.23,11.52,13.7,20.86,5.69,12.56,24.86,7.83,26.81,13.44,12.45
FBgn0001319,0.0,0.0,0.54,0.0,0.52,0.0,0.0,0.0,0.03,0.0,1.06,0.0,5.89,6.15
FBgn0001320,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.11,0.0,0.0,1.01,1.05
FBgn0001321,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.2,0.04
FBgn0001323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.38
FBgn0001324,1.09,2.75,7.79,2.36,0.47,0.29,3.56,9.05,0.49,1.88,2.55,0.81,1.11,1.23
FBgn0001325,0.0,0.04,8.57,2.38,62.47,59.97,6.22,6.05,3.04,8.57,0.04,0.06,4.85,5.02
FBgn0001330,0.0,0.16,0.5,3.07,0.0,0.13,0.0,0.0,0.02,0.0,0.05,0.0,0.37,0.41
FBgn0001341,0.02,0.0,0.8,0.01,0.06,0.24,0.11,2.04,0.25,7.48,0.06,0.1,1.8,1.69
FBgn0001404,42.93,76.49,68.7,61.06,30.5,52.65,66.44,79.47,88.76,106.58,110.25,56.07,159.46,159.61
FBgn0001491,10.61,22.37,3.86,2.51,0.0,5.81,5.35,0.77,5.38,0.7,8.81,0.18,6.43,4.01
FBgn0001565,7.33,13.97,0.86,0.56,7.33,9.12,0.71,0.91,4.72,5.92,0.0,0.0,4.83,5.42
FBgn0001612,0.97,0.38,0.37,0.16,0.86,7.61,0.0,0.0,0.56,0.71,0.25,0.59,2.85,2.54
FBgn0001624,29.15,52.37,52.24,51.33,36.5,30.7,28.67,28.28,54.1,34.61,66.28,23.15,101.25,97.5
FBgn0001941,0.4,4.97,4.15,6.45,5.4,4.25,0.35,3.9,0.58,8.85,0.63,0.48,9.68,8.62
FBgn0001942,47.55,97.09,43.96,57.75,314.37,40.21,53.2,38.18,61.91,50.74,49.45,22.71,106.32,120.05
FBgn0001961,41.31,7.28,5.47,10.63,25.05,23.64,19.83,11.23,2.9,28.37,3.99,13.73,12.14,11.73
FBgn0001965,5.15,5.9,10.15,11.44,9.49,6.27,3.62,3.08,4.4,2.41,3.15,1.23,8.1,8.74
FBgn0001967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
