gene_id	transcript_id(s)	length	Sample_20_5_7	Sample_20_5_8	Sample_20_6_1	Sample_20_6_2	Sample_20_6_3	Sample_20_6_4	current_symbol	FBgn	full_name	primaryID	GO_terms
FBgn0036801	FBtr0075049,FBtr0331420,FBtr0331421,FBtr0331422	4663.0	1.65	1.34	6.3	11.52	2.01	2.85	MYPT-75D	FBgn0036801	Myosin phosphatase targeting subunit 75D		GO:0019888,GO:0005886,GO:0035304,GO:0007476,GO:0008157,GO:0017020
FBgn0036804	FBtr0113179	800.0	0.0	0.0	0.0	0.0	0.0	0.0	Sgf11	FBgn0036804	SAGA associated factor 11kDa		GO:0000124,GO:0071819,GO:0045893,GO:0006325,GO:0005515,GO:0016578,GO:0006355,GO:0005634,GO:0003713
FBgn0036805	FBtr0075092,FBtr0345383	886.23	13.48	1.43	2.16	25.45	0.0	0.0	Chmp1	FBgn0036805	Charged multivesicular body protein 1		GO:0015031,GO:0005771,GO:0045177,GO:0005770,GO:0003674,GO:0032509,GO:0045324,GO:0000815
FBgn0036806	FBtr0075091,FBtr0345812	1749.0	0.0	0.0	0.0	0.0	0.0	0.0	Cyp12c1	FBgn0036806	Cyp12c1		GO:0005506,GO:0055114,GO:0016705,GO:0020037
FBgn0036807	FBtr0114373,FBtr0479840	1127.0	0.0	0.0	0.0	0.0	0.0	0.0	CG6893	FBgn0036807			GO:0015709,GO:0071422,GO:0015297,GO:0015131,GO:0015140,GO:0015729,GO:0015141,GO:0071423,GO:0015116,GO:0035435,GO:0015117,GO:0008272
FBgn0036808	FBtr0075090,FBtr0334056,FBtr0334057	1365.0	0.0	0.0	0.0	0.0	0.0	0.0	Dic4	FBgn0036808	Dicarboxylate carrier 4		GO:0015709,GO:0071422,GO:0015297,GO:0015131,GO:0015140,GO:0015729,GO:0015141,GO:0071423,GO:0015116,GO:0035435,GO:0005739,GO:0015117,GO:0008272,GO:0005310,GO:0006835
FBgn0036809	FBtr0075089	1325.0	0.0	0.0	0.0	0.0	0.0	0.0	CG12477	FBgn0036809			GO:0005575,GO:0004842,GO:0000209,GO:0061630,GO:0008270,GO:0046872
FBgn0036810	FBtr0075053	1212.0	0.0	0.0	0.0	0.16	0.0	0.0	CG6885	FBgn0036810		FBgn0061709	
FBgn0036811	FBtr0075054	713.0	0.0	0.0	0.0	0.0	0.15	0.0	MED11	FBgn0036811	Mediator complex subunit 11	FBgn0045879,FBgn0063287	GO:0003712,GO:0005515,GO:0006357,GO:0005634,GO:0016592,GO:0003713
FBgn0036812	FBtr0075088	1640.0	3.32	0.0	0.29	0.45	0.0	0.0	Nufip	FBgn0036812	Nufip		GO:0005634,GO:0000492
FBgn0036813	FBtr0075055	1221.0	8.89	0.0	1.94	4.46	0.31	3.64	Atg3	FBgn0036813	Autophagy-related 3		GO:0000153,GO:0000422,GO:0044804,GO:0006914,GO:0019776,GO:0035096,GO:0000045,GO:0009267,GO:0005776,GO:0061723,GO:0005829
FBgn0036814	FBtr0075084,FBtr0332801	7804.0	8.02	7.22	4.82	7.97	8.25	7.42	CG14073	FBgn0036814			GO:0048190,GO:0003674
FBgn0036815	FBtr0075056,FBtr0075057	1153.5	0.0	0.0	0.0	0.0	0.0	0.0	HipHop	FBgn0036815	HP1-HOAP-interacting protein	FBgn0011460,FBgn0063064	GO:0000781,GO:0031848,GO:0034080
FBgn0036816	FBtr0075081,FBtr0075082,FBtr0075083,FBtr0301857	2559.25	0.0	0.0	0.03	0.0	0.0	0.0	Indy	FBgn0036816	I'm not dead yet	FBgn0025199,FBgn0045781,FBgn0046362	GO:0005887,GO:0015137,GO:0015141,GO:0006814,GO:0005886,GO:0015746,GO:0010889,GO:0098656,GO:0016021,GO:0050833,GO:0008340,GO:0006848,GO:0015744
FBgn0036817	FBtr0308811	1025.0	0.0	0.0	0.0	0.0	0.0	0.0	CG6865	FBgn0036817			GO:0005615,GO:0006508,GO:0004252
FBgn0036818	FBtr0308812	1149.0	1.3	0.15	0.0	1.26	0.0	0.0	CG14074	FBgn0036818			
FBgn0036819	FBtr0075062,FBtr0333708	1254.0	0.0	0.0	7.73	0.2	0.0	0.0	Dysb	FBgn0036819	Dysbindin		GO:0050807,GO:0008021,GO:1900073,GO:0048047,GO:0098527,GO:0008355,GO:0008057,GO:0008344,GO:0005515,GO:0051968,GO:0048167,GO:0036466,GO:0007616,GO:0007614,GO:0031083,GO:0045963
FBgn0036820	FBtr0075063,FBtr0308813	601.0	0.0	0.0	0.0	7.4	0.0	0.0	Grx1	FBgn0036820	Glutaredoxin 1	FBgn0063224	GO:0005737,GO:0009055,GO:0034599,GO:0046688,GO:0045454,GO:0004362,GO:0015035,GO:0055070
FBgn0036821	FBtr0075077,FBtr0075078,FBtr0302322,FBtr0333712	3304.64	1.74	0.81	2.88	5.85	2.7	0.0	CG3961	FBgn0036821			GO:0016020,GO:0006633,GO:0005783,GO:0004467,GO:0001676
FBgn0036822	FBtr0075065	741.0	0.0	0.0	0.0	0.0	0.0	0.0	NijB	FBgn0036822	Ninjurin B		GO:0007155,GO:0042246,GO:0016021
FBgn0036824	FBtr0075076	1585.0	0.0	0.0	0.0	0.0	0.0	0.0	CG3902	FBgn0036824		FBgn0036823	GO:0055114,GO:0005739,GO:0050660,GO:0003995,GO:0005829
FBgn0036825	FBtr0075066,FBtr0333709,FBtr0347494	648.0	4.45	3.48	0.0	4.74	0.0	0.0	RpL26	FBgn0036825	Ribosomal protein L26		GO:0003735,GO:0042273,GO:0002181,GO:0022626,GO:0003723,GO:0022625
FBgn0036826	FBtr0075075	892.0	0.0	0.0	2.32	0.0	0.0	0.0	arx	FBgn0036826	asterix	FBgn0062461	GO:0048477,GO:0031047,GO:0045892,GO:0005634
FBgn0036827	FBtr0075067	1281.0	5.53	0.07	0.0	0.0	0.0	0.0	CG6843	FBgn0036827			GO:0045892,GO:0003714,GO:0005634
FBgn0036828	FBtr0075068,FBtr0346816	3309.0	0.36	0.0	0.86	0.19	0.0	0.0	CG6841	FBgn0036828			GO:0000381,GO:0071013,GO:0071011,GO:0000398,GO:0003723,GO:0046540,GO:0000244,GO:0005634
FBgn0036829	FBtr0309798	2312.0	0.0	0.0	0.0	0.23	0.0	0.0	Ir75d	FBgn0036829	Ionotropic receptor 75d		GO:0004970,GO:0015276,GO:0005886,GO:0038023,GO:0016021,GO:0045211,GO:0050907
FBgn0036830	FBtr0299821,FBtr0309797	2043.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14077	FBgn0036830			GO:0006123,GO:0004129,GO:0030234,GO:0005751,GO:0009060
FBgn0036831	FBtr0075069	1325.0	0.0	0.0	0.0	0.0	0.0	0.0	CG6839	FBgn0036831			GO:0004521,GO:0005743,GO:0005739,GO:0004518,GO:0003676,GO:0006309,GO:0004519,GO:0000737,GO:0005634,GO:0000014,GO:0046872
FBgn0036832	FBtr0075071,FBtr0333711	989.0	0.0	0.0	0.0	0.0	0.0	0.0	CG18223	FBgn0036832		FBgn0063766	GO:0006508,GO:0004252
FBgn0036833	FBtr0075048,FBtr0333710	1375.0	0.0	0.0	0.0	0.0	0.0	0.0	CG3819	FBgn0036833			GO:0004521,GO:0005743,GO:0005739,GO:0004518,GO:0003676,GO:0006309,GO:0004519,GO:0000737,GO:0005634,GO:0000014,GO:0046872
FBgn0036834	FBtr0075023	1309.0	0.0	0.65	0.0	0.0	0.0	0.0	CG6836	FBgn0036834			GO:0016021
FBgn0036835	FBtr0075024	674.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14075	FBgn0036835			
FBgn0036836	FBtr0075046	2419.0	0.0	1.22	0.66	0.29	0.0	0.04	CG11619	FBgn0036836			GO:0046475,GO:0047389,GO:2001070
FBgn0036837	FBtr0075042,FBtr0075043,FBtr0075044,FBtr0075045,FBtr0332651	2831.71	5.58	24.54	10.6	2.25	0.09	4.8	CG18135	FBgn0036837			GO:0005615,GO:0046475,GO:0047389,GO:0032504,GO:2001070,GO:0017022
FBgn0036838	FBtr0075041	2522.0	0.35	0.09	0.0	0.32	0.84	0.0	CG3808	FBgn0036838			GO:0003729,GO:0006396,GO:0008173,GO:0003676
FBgn0036839	FBtr0075040	1856.0	0.0	0.0	0.0	0.0	0.05	0.0	SmydA-2	FBgn0036839	SET and MYND domain containing, arthropod-specific, member 2		GO:0042826,GO:0010629
FBgn0036842	FBtr0075037,FBtr0332648	3020.56	0.32	4.54	0.08	2.51	1.14	0.28	Ugt316A1	FBgn0036842	UDP-glycosyltransferase family 316 member A1		GO:0008194,GO:0016758,GO:0043231
FBgn0036843	FBtr0075025	2062.0	9.78	8.13	1.28	4.98	1.35	6.12	Sfxn2	FBgn0036843	Sideroflexin 2		GO:0031305,GO:0022889,GO:0005739,GO:0140300,GO:1990542,GO:0022857
FBgn0036844	FBtr0075035,FBtr0075036,FBtr0330089,FBtr0333220	4696.0	40.71	29.38	26.2	25.25	4.46	9.56	Mkp3	FBgn0036844	Mitogen-activated protein kinase phosphatase 3	FBgn0036845	GO:0007474,GO:0005737,GO:0035160,GO:0002385,GO:0033550,GO:0043407,GO:0042127,GO:0017017,GO:0046627,GO:0004721,GO:0042059,GO:0070373,GO:0008138,GO:0007428,GO:0005829,GO:0006470
FBgn0036846	FBtr0075026,FBtr0330090	1749.0	0.1	0.09	0.04	1.15	1.2	0.1	MESR6	FBgn0036846	Misexpression suppressor of ras 6		GO:0003674,GO:0005575
FBgn0036847	FBtr0075034	1328.0	1.81	0.06	0.61	12.87	0.0	0.0	CNPYb	FBgn0036847	Canopy b	FBgn0062094	GO:0061077,GO:0051087,GO:0005783,GO:0005102,GO:0012505
FBgn0036848	FBtr0075033	1233.0	0.0	0.0	2.12	0.08	0.69	0.0	Naxd	FBgn0036848	NAD(P)HX dehydratase		GO:0110051,GO:0052855,GO:0047453
FBgn0036849	FBtr0075027	1008.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14079	FBgn0036849			
FBgn0036850	FBtr0075032,FBtr0330093	1152.5	0.0	0.0	0.89	2.41	5.39	0.0	Gem2	FBgn0036850	Gemin 2		GO:0022618,GO:0005737,GO:0034718,GO:0003674,GO:0005681,GO:0008344,GO:0034730,GO:0007629,GO:0032797,GO:0071254,GO:0005634,GO:0000245,GO:0000387
FBgn0036851	FBtr0330091,FBtr0330092,FBtr0346533	2399.0	0.03	0.36	1.76	1.3	0.38	0.04	CG14082	FBgn0036851			GO:0008150,GO:0003674,GO:0005575
FBgn0036853	FBtr0075022,FBtr0333224,FBtr0346548	742.0	0.26	1.26	3.52	1.42	0.12	2.52	mRpL21	FBgn0036853	mitochondrial ribosomal protein L21		GO:0005762,GO:0003735,GO:0006412,GO:0003723,GO:0032543
FBgn0036856	FBtr0074991,FBtr0344454	1227.0	0.11	0.03	0.0	0.89	0.0	0.0	CG9666	FBgn0036856			GO:0032259,GO:0003676,GO:0008168
FBgn0036857	FBtr0075017	2053.0	2.55	0.0	0.0	0.14	0.0	0.0	Aldh7A1	FBgn0036857	Aldehyde dehydrogenase 7 family member A1		GO:0055114,GO:0016620
FBgn0036858	FBtr0309116	871.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14088	FBgn0036858			GO:0006508,GO:0004252
FBgn0036859	FBtr0074992	2948.0	0.05	0.0	0.0	0.0	0.0	0.0	CG14085	FBgn0036859			
FBgn0036860	FBtr0344806	1536.0	1.1	0.32	0.05	0.0	0.0	0.0	CG14086	FBgn0036860			
FBgn0036861	FBtr0075015	681.0	0.14	3.54	6.61	1.11	0.0	0.0	CG14089	FBgn0036861			GO:0030198,GO:0031012,GO:0005615,GO:0005201
FBgn0036862	FBtr0075014,FBtr0331425,FBtr0332155,FBtr0345390	4150.4	5.21	1.86	9.56	13.71	1.33	0.02	Gbs-76A	FBgn0036862	Glycogen binding subunit 76A		GO:0000164,GO:0008157,GO:0005979,GO:2001069
FBgn0036868	FBtr0330281	2332.0	8.85	4.77	1.19	7.98	0.95	6.2	ms(3)76Ba	FBgn0036868	male sterile (3) 76Ba		GO:0003674,GO:0005575,GO:0007283
FBgn0036870	FBtr0074987	641.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14095	FBgn0036870			
FBgn0036871	FBtr0074986	458.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14096	FBgn0036871			
FBgn0036872	FBtr0074930,FBtr0333844	553.5	0.0	0.0	0.0	0.0	0.0	0.0	CG12519	FBgn0036872		FBgn0047100	
FBgn0036873	FBtr0074984	507.0	0.0	0.0	0.0	0.0	0.0	0.0	CG18294	FBgn0036873			
FBgn0036874	FBtr0074982	2673.0	0.0	0.0	0.0	0.0	0.0	0.0	brv1	FBgn0036874	brivido-1		GO:0016020,GO:0070417,GO:0005509,GO:0050982,GO:0006816,GO:0050960,GO:0005262
FBgn0036875	FBtr0290043,FBtr0290044,FBtr0333846,FBtr0333847,FBtr0345146,FBtr0345147	1537.33	0.0	0.0	0.0	0.0	0.0	0.0	CG9449	FBgn0036875			GO:0070062,GO:0003993,GO:0016311,GO:0005634
FBgn0036876	FBtr0074979,FBtr0333845	1489.5	0.0	0.0	0.0	0.0	0.0	0.0	CG9451	FBgn0036876			GO:0070062,GO:0003993,GO:0016311,GO:0005634
FBgn0036877	FBtr0074978	1652.0	0.0	0.05	0.0	0.0	0.0	0.0	CG9452	FBgn0036877			GO:0070062,GO:0003993,GO:0016311,GO:0005634
FBgn0036878	FBtr0074977	781.0	0.0	0.0	0.0	0.0	0.0	0.0	Cpr76Ba	FBgn0036878	Cuticular protein 76Ba		GO:0042302,GO:0031012,GO:0008010,GO:0040003,GO:0062129
FBgn0036879	FBtr0074933	771.0	0.0	0.0	0.0	0.0	0.0	0.0	Cpr76Bb	FBgn0036879	Cuticular protein 76Bb		GO:0042302,GO:0031012,GO:0008010,GO:0040003,GO:0062129
FBgn0036880	FBtr0113180,FBtr0332754	1677.0	0.0	0.0	0.0	0.0	0.0	0.0	Cpr76Bc	FBgn0036880	Cuticular protein 76Bc		GO:0042302,GO:0031012,GO:0008010,GO:0040003,GO:0062129
FBgn0036881	FBtr0113181,FBtr0332755,FBtr0332756	4495.33	0.0	0.0	0.0	0.0	0.0	0.04	Cpr76Bd	FBgn0036881	Cuticular protein 76Bd		GO:0042302,GO:0031012,GO:0008010,GO:0040003,GO:0062129
FBgn0036882	FBtr0074976,FBtr0332758	4324.0	15.66	0.36	7.24	6.42	0.08	4.31	CG9279	FBgn0036882			GO:0000132,GO:0035371,GO:0005737,GO:0007097,GO:0000776,GO:0000922,GO:0005875,GO:0051010,GO:0030424,GO:0005938,GO:0031122,GO:0005634
FBgn0036886	FBtr0074938	2156.0	6.43	0.0	0.97	0.0	0.0	0.0	CG9300	FBgn0036886			GO:0005634
FBgn0036887	FBtr0074972,FBtr0344994	830.5	0.0	0.75	0.0	31.73	1.76	0.62	CG9231	FBgn0036887			GO:0003674,GO:0005575
FBgn0036888	FBtr0074940	2384.0	0.17	0.0	2.54	0.04	1.27	0.0	CG9330	FBgn0036888			GO:0005524,GO:0016887
FBgn0036889	FBtr0074971	1393.0	0.06	0.06	2.25	0.07	0.0	0.0	CG14100	FBgn0036889			GO:0006396,GO:0008173,GO:0003723
FBgn0036890	FBtr0074942,FBtr0074944,FBtr0336786	1980.37	8.19	18.86	11.47	28.78	34.22	29.65	CG9368	FBgn0036890		FBgn0062934	
FBgn0036891	FBtr0074945	1693.0	0.0	0.0	0.0	0.0	0.0	0.0	CG9372	FBgn0036891			GO:0009620,GO:0006508,GO:0004252
FBgn0036892	FBtr0074967,FBtr0273410	3707.0	5.28	7.52	1.31	11.68	0.37	0.51	Lon	FBgn0036892	Lon protease	FBgn0062075	GO:0007005,GO:0006515,GO:0005759,GO:0005524,GO:0005739,GO:0003697,GO:0004176,GO:0005777,GO:0004252,GO:0051131,GO:0045732
FBgn0036893	FBtr0074946	1035.0	0.0	0.0	7.22	12.8	3.48	0.0	PIG-F	FBgn0036893	Phosphatidylinositol glycan anchor biosynthesis class F		GO:0005789,GO:0006506,GO:0051377
FBgn0036895	FBtr0074948	3746.0	0.0	0.19	0.94	0.0	4.52	0.14	ms(3)76Cc	FBgn0036895	male sterile (3) 76Cc		GO:0003674,GO:0005575,GO:0048515
FBgn0036896	FBtr0074963,FBtr0074964,FBtr0074965,FBtr0302513	4106.45	13.54	17.54	13.15	9.29	49.33	6.17	wnd	FBgn0036896	wallenda		GO:0005737,GO:0004672,GO:0000186,GO:0007165,GO:0046777,GO:0005524,GO:0030424,GO:0004709,GO:0007030,GO:0048682,GO:2000331,GO:0072375,GO:0007283,GO:0007616,GO:0048674
FBgn0036897	FBtr0074962,FBtr0290116,FBtr0306354,FBtr0331862	2228.21	7.69	0.14	0.39	3.82	0.0	3.18	Rnf146	FBgn0036897	Ring finger protein 146	FBgn0063208	GO:0032436,GO:0005737,GO:0090263,GO:0006511,GO:0072572,GO:0004842,GO:0061630,GO:0005829,GO:0008270,GO:0031648,GO:0005634
FBgn0036899	FBtr0074960,FBtr0273407,FBtr0331860,FBtr0331861	2827.0	4.32	1.01	0.03	0.0	0.0	0.0	tey	FBgn0036899	teyrha-meyrha		GO:0045892,GO:0008039,GO:0005634
FBgn0036900	FBtr0089597,FBtr0089598,FBtr0331859	3020.0	8.61	0.0	0.18	1.51	1.25	0.14	CG8765	FBgn0036900			GO:0003674,GO:0048813,GO:0006357,GO:0005667,GO:0005634
FBgn0036905	FBtr0074950	1409.0	0.0	0.0	0.0	0.0	0.0	0.0	ms(3)76Ca	FBgn0036905	male sterile (3) 76Ca	FBgn0044597	GO:0003674,GO:0005575
FBgn0036906	FBtr0074928	2055.0	0.4	0.0	0.0	0.31	0.0	0.0	CG14102	FBgn0036906			GO:0019005,GO:0051726,GO:0000086,GO:0031146,GO:0005829,GO:0005634
FBgn0036908	FBtr0074927,FBtr0333878	1036.0	0.09	0.0	5.93	0.19	1.97	0.0	TORIP	FBgn0036908	Torsin interacting protein		
FBgn0036909	FBtr0074879,FBtr0074880,FBtr0344256	991.0	0.0	0.0	0.0	0.0	0.16	0.0	Ccdc58	FBgn0036909	Coiled-coil domain-containing 58	FBgn0061418	
FBgn0036910	FBtr0074925	1801.0	0.0	0.0	0.0	0.0	0.0	0.0	Cyp305a1	FBgn0036910	Cyp305a1		GO:0005506,GO:0055114,GO:0016705,GO:0020037
FBgn0036911	FBtr0479905,FBtr0479906,FBtr0479907,FBtr0479922	1233.0	1.55	0.07	0.49	8.67	0.0	5.05	Fibp	FBgn0036911	Fibp		GO:0017134
FBgn0036913	FBtr0479916,FBtr0479917,FBtr0479918,FBtr0479919	6254.0	3.65	0.37	8.34	8.7	3.59	2.41	Usp32	FBgn0036913	Ubiquitin specific protease 32		GO:0006511,GO:0005509,GO:0016579,GO:0004843,GO:0005794
FBgn0036915	FBtr0074891,FBtr0074892	2082.0	1.18	0.16	1.45	2.47	0.0	3.18	Prp3	FBgn0036915	Precursor RNA processing 3		GO:0005681,GO:0031935,GO:0071011,GO:0000398,GO:0003723,GO:0046540,GO:0005634
FBgn0036916	FBtr0074918	1253.0	0.0	0.27	0.0	0.0	0.0	0.0	Mtr3	FBgn0036916	Mtr3		GO:0005737,GO:0016075,GO:0034475,GO:0010468,GO:0000176,GO:0005730,GO:0000177,GO:0034427,GO:0071028,GO:0071051,GO:0000178
FBgn0036918	FBtr0074894,FBtr0330181	650.0	9.94	0.75	0.0	23.95	6.16	0.0	Pfdn6	FBgn0036918	Prefoldin 6	FBgn0063213	GO:0005737,GO:0006457,GO:0051087,GO:0051082,GO:0016272,GO:0051131
FBgn0036919	FBtr0074895	1797.0	0.05	10.93	0.04	1.78	0.1	3.07	Grasp65	FBgn0036919	Grasp65		GO:0005798,GO:0016333,GO:0005886,GO:0007030,GO:0044719,GO:0045179,GO:0005783,GO:0050663,GO:0010884,GO:0005795,GO:0007472,GO:0005794
FBgn0036920	FBtr0074915	1242.0	3.0	4.12	22.88	8.59	0.84	0.0	CG8004	FBgn0036920			GO:0001401,GO:0006626,GO:0005741
FBgn0036921	FBtr0074896,FBtr0331800	1445.3	68.78	11.77	70.48	76.08	14.02	55.01	RhoGDI	FBgn0036921	RhoGDI		GO:0016020,GO:0048365,GO:0007266,GO:0005094,GO:0005829
FBgn0036922	FBtr0074913,FBtr0331801,FBtr0331802,FBtr0346534	932.0	4.38	2.96	0.0	3.38	0.0	1.3	CG14182	FBgn0036922			GO:0045879,GO:0003674,GO:0060170,GO:0005794
FBgn0036923	FBtr0303781	2373.0	0.0	0.0	0.0	0.0	0.0	0.0	CG17732	FBgn0036923			
FBgn0036924	FBtr0074912	1384.0	0.0	0.0	0.0	0.0	0.0	0.0	hale	FBgn0036924	hale-bopp		GO:0008150,GO:0003674,GO:0005575
FBgn0036925	FBtr0074899	1917.0	0.0	0.0	0.0	0.0	0.0	0.0	schuy	FBgn0036925	schumacher-levy		GO:0008150,GO:0003674,GO:0005575
FBgn0036926	FBtr0074900,FBtr0074901,FBtr0344084	1115.18	8.37	19.48	4.58	11.67	84.98	32.47	CG7646	FBgn0036926		FBgn0025545,FBgn0062911	GO:0005509
FBgn0036927	FBtr0074908,FBtr0074909,FBtr0302049,FBtr0344085	1824.42	43.17	7.58	23.41	48.83	54.92	44.95	Gabat	FBgn0036927	gamma-aminobutyric acid transaminase		GO:0006520,GO:0042749,GO:0009450,GO:0005759,GO:0005739,GO:0030170,GO:2000211,GO:0003867,GO:0006109
FBgn0036928	FBtr0074903,FBtr0332719	743.0	0.77	6.13	16.32	18.0	0.0	0.0	Tom20	FBgn0036928	Translocase of outer membrane 20	FBgn0062160	GO:0005742,GO:0030150,GO:0005739,GO:0015450,GO:0070096,GO:0031307,GO:0030943,GO:0006626,GO:0016031
FBgn0036929	FBtr0074904,FBtr0332720	1506.0	0.28	0.0	0.26	0.8	0.0	1.16	CG7668	FBgn0036929		FBgn0047111,FBgn0062483	GO:0005615,GO:0062023
FBgn0036931	FBtr0074907	2712.0	0.0	0.0	1.01	4.11	0.0	0.0	CG14183	FBgn0036931			GO:0005524
FBgn0036932	FBtr0074872,FBtr0302366	664.64	8.76	0.74	0.0	0.33	0.99	0.0	CG14184	FBgn0036932		FBgn0061808	GO:0005085,GO:0071986,GO:1904263,GO:0005764,GO:0007040,GO:0016197,GO:0071230,GO:0060090,GO:0034613,GO:0001919,GO:0042632,GO:0043410
FBgn0036934	FBtr0074871,FBtr0332667	3808.5	0.0	0.0	0.0	1.0	0.0	0.0	sNPF-R	FBgn0036934	short neuropeptide F receptor	FBgn0044367	GO:0004983,GO:0005887,GO:0040014,GO:0036400,GO:0008188,GO:2000253,GO:0016021,GO:0007186,GO:0040018,GO:0070374
FBgn0036935	FBtr0074870	3522.0	25.69	41.96	8.44	21.94	18.83	5.17	CG14186	FBgn0036935			GO:0035869,GO:0060271
FBgn0036936	FBtr0074818	1397.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14185	FBgn0036936			
FBgn0036937	FBtr0074869	2308.0	0.0	0.0	0.0	0.0	0.0	0.0	Ir76b	FBgn0036937	Ionotropic receptor 76b		GO:0009593,GO:0005272,GO:0004970,GO:0015276,GO:0043200,GO:0043235,GO:0035199,GO:0005886,GO:1902075,GO:0004984,GO:0071683,GO:0071230,GO:0050911,GO:0038023,GO:0019226,GO:0016021,GO:0033039,GO:0045211
FBgn0036938	FBtr0074868,FBtr0332701	465.0	0.0	0.0	0.0	0.0	0.0	0.0	CG14187	FBgn0036938			GO:0042600,GO:0007304,GO:0003674
FBgn0036939	FBtr0074867,FBtr0332700	1668.5	0.0	0.0	0.0	0.0	0.0	0.0	CG7365	FBgn0036939			GO:0004620,GO:0006644
FBgn0036940	FBtr0074866	1235.0	0.14	0.0	0.07	5.02	0.0	0.0	obst-J	FBgn0036940	obstructor-J	FBgn0026284	GO:0006030,GO:0008061,GO:0062129
FBgn0036941	FBtr0074865	1237.0	0.0	0.0	0.0	0.0	0.0	0.0	CG7335	FBgn0036941		FBgn0062514	GO:0005737,GO:0009749,GO:0009744,GO:0032868,GO:0006000,GO:0009750,GO:0004454,GO:0008865,GO:0010043,GO:0046835,GO:0019200,GO:0070873
FBgn0036942	FBtr0074864	1398.0	0.0	0.0	0.0	0.0	0.0	0.13	CG7328	FBgn0036942			GO:0005737,GO:0009749,GO:0009744,GO:0006000,GO:0032868,GO:0009750,GO:0004454,GO:0008865,GO:0010043,GO:0046835,GO:0019200,GO:0070873
FBgn0036945	FBtr0074820,FBtr0074821	867.5	0.0	0.0	0.0	0.0	0.0	0.0	Ssk	FBgn0036945	Snakeskin		GO:0005887,GO:0019991,GO:0007496,GO:0005515,GO:0060576,GO:0005920
FBgn0036947	FBtr0074860	1069.0	0.0	0.0	0.0	0.0	0.0	0.0	obst-F	FBgn0036947	obstructor-F		GO:0006030,GO:0008061,GO:0062129
FBgn0036948	FBtr0074859	1323.0	0.0	0.0	0.0	0.0	0.0	0.0	CG7298	FBgn0036948		FBgn0026283	GO:0006030,GO:0008061,GO:0005576
FBgn0036949	FBtr0074858,FBtr0332696	1512.5	0.0	0.0	0.0	0.0	0.0	0.0	CG7290	FBgn0036949			GO:0006030,GO:0008061,GO:0005576
FBgn0036950	FBtr0302721,FBtr0332691	1602.5	0.0	0.0	0.0	0.0	0.0	0.0	CG6996	FBgn0036950			GO:0006030,GO:0008061,GO:0005576
FBgn0036951	FBtr0074856,FBtr0332695	1487.0	0.0	0.0	0.0	0.0	0.0	0.0	CG7017	FBgn0036951			GO:0006030,GO:0008061,GO:0005576
FBgn0036952	FBtr0074853,FBtr0074854,FBtr0074855,FBtr0310468,FBtr0332694	1311.8	0.0	0.0	0.0	0.0	0.0	0.0	CG6933	FBgn0036952			GO:0006030,GO:0008061,GO:0005576
FBgn0036953	FBtr0074823,FBtr0332692	1207.5	0.0	0.0	0.0	0.0	0.0	0.0	CG17145	FBgn0036953			GO:0006030,GO:0008061,GO:0005576
FBgn0036956	FBtr0074827	1527.0	0.0	0.0	0.0	0.0	0.24	0.0	CG13813	FBgn0036956			
FBgn0036958	FBtr0074850,FBtr0074851,FBtr0302113,FBtr0306326,FBtr0306327,FBtr0306328,FBtr0306329,FBtr0308204	3208.74	3.98	2.15	1.47	4.92	0.59	0.41	CG17233	FBgn0036958		FBgn0036957	GO:0008150,GO:0003674,GO:0005634
FBgn0036959	FBtr0074828,FBtr0074829	910.0	1.1	0.0	0.0	0.0	0.0	0.0	CG6951	FBgn0036959		FBgn0061863	GO:0005737,GO:0006231,GO:0006226,GO:0004132,GO:0008270
FBgn0036962	FBtr0074849	1947.0	0.04	0.0	0.0	0.0	0.0	0.0	CG17122	FBgn0036962			GO:0005929
FBgn0036964	FBtr0074847	903.0	1.62	11.37	8.48	0.0	0.0	67.67	FRG1	FBgn0036964	FSHD region gene 1		GO:0051015,GO:0005737,GO:0055120,GO:0005730,GO:0071013,GO:0070511,GO:0031936
FBgn0036967	FBtr0074837,FBtr0074838,FBtr0332775,FBtr0344228	1289.0	0.2	32.49	1.07	17.29	4.17	57.98	SCCRO4	FBgn0036967	Squamous cell carcinoma-related oncogene 4		GO:2000435,GO:0051443,GO:0031624,GO:0032182,GO:0000151,GO:0097602,GO:0045116,GO:0005634
FBgn0036969	FBtr0074843	1161.0	0.0	0.0	0.0	0.0	0.0	0.0	Spn77Bb	FBgn0036969	Serpin 77Bb	FBgn0036971	GO:0004867,GO:0005615,GO:0010951,GO:0032504
FBgn0036970	FBtr0078172,FBtr0331816	1435.0	0.0	0.0	0.0	0.07	0.0	0.0	Spn77Bc	FBgn0036970	Serpin 77Bc		GO:0005576,GO:0004867,GO:0005615,GO:0010951,GO:0032504
FBgn0036972	FBtr0347193	659.0	0.0	0.0	0.0	0.0	0.0	0.0	CR6434	FBgn0036972			
